מוסד,רשות,סוג פיקוח,מחוז,מגזר,מפקח,מנהל,כיתה,מקבילה,סוג חינוך כיתה,פוטנציאל תלמידים,קורסים שנפתחו,תלמידים רשומים לקורס,אחוז תלמידים רשומים לקורס,תלמידים שנכנסו לקורס,אחוז תלמידים שנכנסו לקורס,תלמידים שביצעו משימה אחת לפחות,אחוז תלמידים שביצעו משימה אחת לפחות
"450270- אמי""ת בנים מודיעין",מודיעין מכבים רעות,ממלכתי דתי,ירושלים,יהודי,תמר אודס,ליאור שמעון צ'קוטאי,ז,3,מיוחד,14,1,1,7%,0,0%,0,0%
460667- אולפנת אהבת ישראל,בית שמש,ממלכתי דתי,ירושלים,יהודי,תמר אודס,ורדית כהנא,ז,1,רגיל,33,1,33,100%,33,100%,33,100%
460667- אולפנת אהבת ישראל,בית שמש,ממלכתי דתי,ירושלים,יהודי,תמר אודס,ורדית כהנא,ז,2,רגיל,32,1,32,100%,31,97%,31,97%
477901- מקיף בית חנינה לבנות,ירושלים,ממלכתי,העיר ירושלים,ערבי,ענאן קאסם,ליאנא האשם,ז,1,רגיל,31,1,31,100%,31,100%,31,100%
477901- מקיף בית חנינה לבנות,ירושלים,ממלכתי,העיר ירושלים,ערבי,ענאן קאסם,ליאנא האשם,ז,3,רגיל,35,1,33,94%,2,6%,0,0%
477901- מקיף בית חנינה לבנות,ירושלים,ממלכתי,העיר ירושלים,ערבי,ענאן קאסם,ליאנא האשם,ז,6,מיוחד,9,1,1,11%,0,0%,0,0%
511618- נווה הראל,גוש עציון,ממלכתי דתי,ירושלים,יהודי,יעקב מאיר קושלבסקי,צפורה זקש,ז,41,רגיל,23,1,21,91%,21,91%,21,91%
511618- נווה הראל,גוש עציון,ממלכתי דתי,ירושלים,יהודי,יעקב מאיר קושלבסקי,צפורה זקש,ז,42,רגיל,23,1,22,96%,19,83%,19,83%
512459- הניסויי כפר אדומים,מטה בנימין,ממלכתי דתי,ירושלים,יהודי,יוסף יעקב שינובר,נועם שכטר,ז,4,רגיל,24,1,13,54%,10,42%,10,42%
512459- הניסויי כפר אדומים,מטה בנימין,ממלכתי דתי,ירושלים,יהודי,יוסף יעקב שינובר,נועם שכטר,ז,1,רגיל,22,1,8,36%,7,32%,7,32%
512459- הניסויי כפר אדומים,מטה בנימין,ממלכתי דתי,ירושלים,יהודי,יוסף יעקב שינובר,נועם שכטר,ז,2,רגיל,24,1,9,38%,7,29%,7,29%
512459- הניסויי כפר אדומים,מטה בנימין,ממלכתי דתי,ירושלים,יהודי,יוסף יעקב שינובר,נועם שכטר,ז,3,רגיל,25,1,7,28%,5,20%,5,20%
512509- קדם,גוש עציון,ממלכתי דתי,ירושלים,יהודי,יעקב מאיר קושלבסקי,אהרון פרידלנדר,ז,2,רגיל,10,1,1,10%,1,10%,1,10%
"540500- ע""ש יצחק נבון מודיעין",מודיעין מכבים רעות,ממלכתי,ירושלים,יהודי,ציפי יעקב,ענבל לוי,ז,2,רגיל,33,1,33,100%,33,100%,33,100%
"540500- ע""ש יצחק נבון מודיעין",מודיעין מכבים רעות,ממלכתי,ירושלים,יהודי,ציפי יעקב,ענבל לוי,ז,6,רגיל,36,1,36,100%,35,97%,35,97%
"540500- ע""ש יצחק נבון מודיעין",מודיעין מכבים רעות,ממלכתי,ירושלים,יהודי,ציפי יעקב,ענבל לוי,ז,5,רגיל,32,1,30,94%,27,84%,27,84%
"540500- ע""ש יצחק נבון מודיעין",מודיעין מכבים רעות,ממלכתי,ירושלים,יהודי,ציפי יעקב,ענבל לוי,ז,4,רגיל,32,1,30,94%,25,78%,25,78%
"540500- ע""ש יצחק נבון מודיעין",מודיעין מכבים רעות,ממלכתי,ירושלים,יהודי,ציפי יעקב,ענבל לוי,ז,1,רגיל,37,1,37,100%,28,76%,28,76%
"540500- ע""ש יצחק נבון מודיעין",מודיעין מכבים רעות,ממלכתי,ירושלים,יהודי,ציפי יעקב,ענבל לוי,ז,3,מיוחד,12,1,2,17%,0,0%,0,0%
611871- מבוא חורון בנות,מטה בנימין,ממלכתי דתי,ירושלים,יהודי,יוסף יעקב שינובר,אורה קראוז,ז,2,רגיל,20,1,19,95%,19,95%,17,85%
611871- מבוא חורון בנות,מטה בנימין,ממלכתי דתי,ירושלים,יהודי,יוסף יעקב שינובר,אורה קראוז,ז,1,רגיל,20,1,16,80%,14,70%,14,70%
615948- ישיבת מקור חיים,ירושלים,ממלכתי דתי,העיר ירושלים,יהודי,שרה טוויל,יהונתן גוטמן,ז,1,רגיל,34,1,1,3%,1,3%,1,3%
615948- ישיבת מקור חיים,ירושלים,ממלכתי דתי,העיר ירושלים,יהודי,שרה טוויל,יהונתן גוטמן,ז,2,רגיל,34,1,1,3%,1,3%,0,0%
615948- ישיבת מקור חיים,ירושלים,ממלכתי דתי,העיר ירושלים,יהודי,שרה טוויל,יהונתן גוטמן,ז,3,רגיל,32,1,1,3%,0,0%,0,0%
"615955- אח""י תקוע 2",גוש עציון,ממלכתי דתי,ירושלים,יהודי,יעקב מאיר קושלבסקי,יהונתן אהוביה רוזנק,ז,3,רגיל,25,1,23,92%,21,84%,21,84%
"615955- אח""י תקוע 2",גוש עציון,ממלכתי דתי,ירושלים,יהודי,יעקב מאיר קושלבסקי,יהונתן אהוביה רוזנק,ז,4,רגיל,25,1,20,80%,18,72%,18,72%
"615955- אח""י תקוע 2",גוש עציון,ממלכתי דתי,ירושלים,יהודי,יעקב מאיר קושלבסקי,יהונתן אהוביה רוזנק,ז,1,רגיל,23,1,16,70%,15,65%,15,65%
"615955- אח""י תקוע 2",גוש עציון,ממלכתי דתי,ירושלים,יהודי,יעקב מאיר קושלבסקי,יהונתן אהוביה רוזנק,ז,2,רגיל,23,1,11,48%,10,43%,9,39%
"615971- חב""ד בנות",בית שמש,ממלכתי דתי,ירושלים,יהודי,מרים ויצמן,חנה אריה,ז,1,רגיל,26,1,26,100%,26,100%,26,100%
"615971- חב""ד בנות",בית שמש,ממלכתי דתי,ירושלים,יהודי,מרים ויצמן,חנה אריה,ז,2,מיוחד,6,1,2,33%,1,17%,1,17%
616151- נווה השחר,גוש עציון,ממלכתי דתי,ירושלים,יהודי,יעקב מאיר קושלבסקי,טליה נחמה שקד,ז,52,רגיל,33,1,30,91%,30,91%,30,91%
616151- נווה השחר,גוש עציון,ממלכתי דתי,ירושלים,יהודי,יעקב מאיר קושלבסקי,טליה נחמה שקד,ז,51,רגיל,31,1,28,90%,28,90%,28,90%
616508- אלסופרא,ירושלים,ממלכתי,העיר ירושלים,ערבי,ח'לדון האדיה,רובא חשים אבו דייה,ז,2,רגיל,30,1,8,27%,3,10%,1,3%
616508- אלסופרא,ירושלים,ממלכתי,העיר ירושלים,ערבי,ח'לדון האדיה,רובא חשים אבו דייה,ז,1,רגיל,28,1,5,18%,1,4%,1,4%
617019- אשבאל אלקודס,ירושלים,ממלכתי,העיר ירושלים,ערבי,נור ח'טיב,מחמד הרבוק,ז,1,רגיל,26,1,23,88%,23,88%,23,88%
617019- אשבאל אלקודס,ירושלים,ממלכתי,העיר ירושלים,ערבי,נור ח'טיב,מחמד הרבוק,ז,2,רגיל,23,1,20,87%,20,87%,20,87%
634840- חיואר,ירושלים,ממלכתי,העיר ירושלים,ערבי,ענאן קאסם,מנאל דראושה,ז,1,רגיל,25,1,8,32%,7,28%,5,20%
634840- חיואר,ירושלים,ממלכתי,העיר ירושלים,ערבי,ענאן קאסם,מנאל דראושה,ז,2,רגיל,24,1,8,33%,6,25%,6,25%
641407- אלמתנבי,ירושלים,ממלכתי,העיר ירושלים,ערבי,ענאן קאסם,עאסם חסונה,ז,4,רגיל,23,1,23,100%,23,100%,23,100%
641407- אלמתנבי,ירושלים,ממלכתי,העיר ירושלים,ערבי,ענאן קאסם,עאסם חסונה,ז,1,רגיל,18,1,1,6%,1,6%,1,6%
641407- אלמתנבי,ירושלים,ממלכתי,העיר ירושלים,ערבי,ענאן קאסם,עאסם חסונה,ז,3,רגיל,22,1,1,5%,0,0%,0,0%
641415- רוואד אלקודס,ירושלים,ממלכתי,העיר ירושלים,ערבי,ענאן קאסם,נארימן אלתאג'י,ז,1,רגיל,29,1,29,100%,29,100%,28,97%
641415- רוואד אלקודס,ירושלים,ממלכתי,העיר ירושלים,ערבי,ענאן קאסם,נארימן אלתאג'י,ז,2,רגיל,29,1,29,100%,29,100%,29,100%
641415- רוואד אלקודס,ירושלים,ממלכתי,העיר ירושלים,ערבי,ענאן קאסם,נארימן אלתאג'י,ז,3,רגיל,25,1,25,100%,23,92%,23,92%
641415- רוואד אלקודס,ירושלים,ממלכתי,העיר ירושלים,ערבי,ענאן קאסם,נארימן אלתאג'י,ז,4,רגיל,30,1,30,100%,24,80%,23,77%
641464- אבדאע לאומניות.,ירושלים,ממלכתי,העיר ירושלים,ערבי,נגוהה פרחאת,מלחם בדר,ז,1,רגיל,28,1,28,100%,9,32%,3,11%
641464- אבדאע לאומניות.,ירושלים,ממלכתי,העיר ירושלים,ערבי,נגוהה פרחאת,מלחם בדר,ז,2,רגיל,25,1,25,100%,7,28%,4,16%
641464- אבדאע לאומניות.,ירושלים,ממלכתי,העיר ירושלים,ערבי,נגוהה פרחאת,מלחם בדר,ז,3,רגיל,15,1,15,100%,3,20%,1,7%
"641480- אולפנת בנ""ע שילה",מטה בנימין,ממלכתי דתי,ירושלים,יהודי,יעקב עמר,הדר ברינדל אטון,ז,1,רגיל,33,1,31,94%,28,85%,28,85%
"641480- אולפנת בנ""ע שילה",מטה בנימין,ממלכתי דתי,ירושלים,יהודי,יעקב עמר,הדר ברינדל אטון,ז,3,רגיל,32,1,32,100%,27,84%,24,75%
"641480- אולפנת בנ""ע שילה",מטה בנימין,ממלכתי דתי,ירושלים,יהודי,יעקב עמר,הדר ברינדל אטון,ז,4,רגיל,33,1,31,94%,24,73%,23,70%
"641480- אולפנת בנ""ע שילה",מטה בנימין,ממלכתי דתי,ירושלים,יהודי,יעקב עמר,הדר ברינדל אטון,ז,2,מיוחד,14,1,1,7%,1,7%,1,7%
"641498- ישיבה תיכונית בנ""ע עלי",מטה בנימין,ממלכתי דתי,ירושלים,יהודי,יעקב עמר,עובדיה בן משה,ז,1,רגיל,29,1,29,100%,24,83%,21,72%
"641498- ישיבה תיכונית בנ""ע עלי",מטה בנימין,ממלכתי דתי,ירושלים,יהודי,יעקב עמר,עובדיה בן משה,ז,3,רגיל,26,1,26,100%,16,62%,14,54%
"641498- ישיבה תיכונית בנ""ע עלי",מטה בנימין,ממלכתי דתי,ירושלים,יהודי,יעקב עמר,עובדיה בן משה,ז,2,מיוחד,10,1,10,100%,5,50%,5,50%
641522- על יסודי אדם,ירושלים,ממלכתי,העיר ירושלים,יהודי,דוד נמרוד-סימרוט,הילה מור,ז,2,רגיל,25,1,23,92%,22,88%,22,88%
641522- על יסודי אדם,ירושלים,ממלכתי,העיר ירושלים,יהודי,דוד נמרוד-סימרוט,הילה מור,ז,1,רגיל,23,1,21,91%,18,78%,15,65%
641563- תיכון דרך,ירושלים,ממלכתי,העיר ירושלים,יהודי,דוד נמרוד-סימרוט,יפעת נדב,ז,1,רגיל,25,1,23,92%,23,92%,22,88%
641563- תיכון דרך,ירושלים,ממלכתי,העיר ירושלים,יהודי,דוד נמרוד-סימרוט,יפעת נדב,ז,2,רגיל,27,1,24,89%,24,89%,24,89%
641563- תיכון דרך,ירושלים,ממלכתי,העיר ירושלים,יהודי,דוד נמרוד-סימרוט,יפעת נדב,ז,3,מיוחד,9,1,7,78%,7,78%,7,78%
641662- תבל תיכון רמות,ירושלים,ממלכתי,העיר ירושלים,יהודי,דוד נמרוד-סימרוט,גילי סלומון,ז,1,רגיל,19,1,19,100%,18,95%,17,89%
641662- תבל תיכון רמות,ירושלים,ממלכתי,העיר ירושלים,יהודי,דוד נמרוד-סימרוט,גילי סלומון,ז,3,רגיל,17,1,16,94%,16,94%,16,94%
641662- תבל תיכון רמות,ירושלים,ממלכתי,העיר ירושלים,יהודי,דוד נמרוד-סימרוט,גילי סלומון,ז,2,מיוחד,7,1,7,100%,5,71%,4,57%
645424- ניסוי ארגנטינה,ירושלים,ממלכתי,העיר ירושלים,יהודי,דוד נמרוד-סימרוט,גיל הלר,ז,1,רגיל,23,1,20,87%,12,52%,3,13%
645424- ניסוי ארגנטינה,ירושלים,ממלכתי,העיר ירושלים,יהודי,דוד נמרוד-סימרוט,גיל הלר,ז,2,רגיל,22,1,12,55%,8,36%,0,0%
650028- אלקימה,ירושלים,ממלכתי,העיר ירושלים,ערבי,ענאן קאסם,יאסמין בלעום,ז,1,רגיל,29,1,1,3%,0,0%,0,0%
650523- אולפנת בית אל,בית אל,ממלכתי דתי,ירושלים,יהודי,יעקב עמר,רעות רוחמה טסלר,ז,3,רגיל,26,1,26,100%,25,96%,24,92%
650523- אולפנת בית אל,בית אל,ממלכתי דתי,ירושלים,יהודי,יעקב עמר,רעות רוחמה טסלר,ז,2,רגיל,28,1,28,100%,23,82%,22,79%
650523- אולפנת בית אל,בית אל,ממלכתי דתי,ירושלים,יהודי,יעקב עמר,רעות רוחמה טסלר,ז,1,רגיל,28,1,27,96%,21,75%,20,71%
668962- אלביאן מקיף,ירושלים,ממלכתי,העיר ירושלים,ערבי,רנה ח'לף,ראשה ג'בר,ז,1,רגיל,27,1,27,100%,14,52%,12,44%
668962- אלביאן מקיף,ירושלים,ממלכתי,העיר ירושלים,ערבי,רנה ח'לף,ראשה ג'בר,ז,2,רגיל,24,1,24,100%,8,33%,7,29%
"673822- התיכון הנכו""ן",מטה בנימין,ממלכתי,ירושלים,יהודי,ציפי יעקב,רונית ברק,ז,4,רגיל,31,1,31,100%,29,94%,27,87%
"673822- התיכון הנכו""ן",מטה בנימין,ממלכתי,ירושלים,יהודי,ציפי יעקב,רונית ברק,ז,2,רגיל,31,1,31,100%,21,68%,16,52%
"673822- התיכון הנכו""ן",מטה בנימין,ממלכתי,ירושלים,יהודי,ציפי יעקב,רונית ברק,ז,3,רגיל,29,1,17,59%,14,48%,12,41%
"673822- התיכון הנכו""ן",מטה בנימין,ממלכתי,ירושלים,יהודי,ציפי יעקב,רונית ברק,ז,1,רגיל,33,1,32,97%,3,9%,0,0%
"673822- התיכון הנכו""ן",מטה בנימין,ממלכתי,ירושלים,יהודי,ציפי יעקב,רונית ברק,ז,5,מיוחד,10,1,2,20%,0,0%,0,0%
681288- תיכון לביא,מטה בנימין,ממלכתי דתי,ירושלים,יהודי,יעקב עמר,אברהם קימל,ז,2,רגיל,25,1,25,100%,23,92%,20,80%
681288- תיכון לביא,מטה בנימין,ממלכתי דתי,ירושלים,יהודי,יעקב עמר,אברהם קימל,ז,1,רגיל,21,1,21,100%,16,76%,15,71%
682351- מסע,ירושלים,ממלכתי דתי,העיר ירושלים,יהודי,שרה טוויל,-,ז,1,רגיל,29,1,29,100%,20,69%,12,41%
682351- מסע,ירושלים,ממלכתי דתי,העיר ירושלים,יהודי,שרה טוויל,-,ז,2,רגיל,28,1,28,100%,13,46%,8,29%
715623- מקיף אלסלעה,ירושלים,ממלכתי,העיר ירושלים,ערבי,רנה ח'לף,ולאא גול,ז,1,רגיל,21,1,21,100%,17,81%,16,76%
743369- טרה סנטה בית חנינא,ירושלים,ממלכתי,העיר ירושלים,ערבי,מחמד אזברגה,גורג אבו סעדה,ז,1,רגיל,16,1,14,88%,11,69%,7,44%
"770727- אולפנת בנ""ע טל רמות",ירושלים,ממלכתי דתי,העיר ירושלים,יהודי,שרה טוויל,יסכה לב,ז,2,רגיל,29,1,29,100%,28,97%,26,90%
"770727- אולפנת בנ""ע טל רמות",ירושלים,ממלכתי דתי,העיר ירושלים,יהודי,שרה טוויל,יסכה לב,ז,1,רגיל,30,1,30,100%,27,90%,24,80%
771089- התיכון הניסויי,ירושלים,ממלכתי,העיר ירושלים,יהודי,דוד נמרוד-סימרוט,גיל שלה,ז,2,רגיל,26,1,3,12%,2,8%,2,8%
771089- התיכון הניסויי,ירושלים,ממלכתי,העיר ירושלים,יהודי,דוד נמרוד-סימרוט,גיל שלה,ז,1,רגיל,26,1,2,8%,2,8%,1,4%
111328- כרמי יהודה,גוש עציון,ממלכתי דתי,ירושלים,יהודי,יעקב מאיר קושלבסקי,אביתר חיים קלין,ז,1,מיוחד,12,0,0,0%,0,0%,0,0%
112250- עשה חייל,אפרת,ממלכתי דתי,ירושלים,יהודי,יעקב מאיר קושלבסקי,תרזה שפרה פרנקל,ז,2,מיוחד,10,0,0,0%,0,0%,0,0%
"112953- אהבת ישראל (חרד""ל)",ירושלים,ממלכתי דתי,העיר ירושלים,יהודי,יואל דוב ורצברגר,גיא רפאלוב,ז,2,רגיל,22,0,0,0%,0,0%,0,0%
113324- בית-אל בנים,בית אל,ממלכתי דתי,ירושלים,יהודי,יוסף יעקב שינובר,ירון גיאת,ז,1,רגיל,29,0,0,0%,0,0%,0,0%
113324- בית-אל בנים,בית אל,ממלכתי דתי,ירושלים,יהודי,יוסף יעקב שינובר,ירון גיאת,ז,3,מיוחד,15,0,0,0%,0,0%,0,0%
113787- כוכב יעקב בנות,מטה בנימין,ממלכתי דתי,ירושלים,יהודי,יוסף יעקב שינובר,דן אפרים בירנבאום,ז,2,מיוחד,8,0,0,0%,0,0%,0,0%
114173- אורות עציון בנים,אפרת,ממלכתי דתי,ירושלים,יהודי,יעקב מאיר קושלבסקי,משה גוטליב,ז,32,רגיל,28,0,0,0%,0,0%,0,0%
114173- אורות עציון בנים,אפרת,ממלכתי דתי,ירושלים,יהודי,יעקב מאיר קושלבסקי,משה גוטליב,ז,33,מיוחד,6,0,0,0%,0,0%,0,0%
117002- אל-מוטראן,ירושלים,ממלכתי,העיר ירושלים,ערבי,נגוהה פרחאת,ריצ'רד זנאנירי,ז,1,רגיל,31,0,0,0%,0,0%,0,0%
117002- אל-מוטראן,ירושלים,ממלכתי,העיר ירושלים,ערבי,נגוהה פרחאת,ריצ'רד זנאנירי,ז,2,רגיל,29,0,0,0%,0,0%,0,0%
"117010- ביה""ס אל-פריר",ירושלים,ממלכתי,העיר ירושלים,ערבי,נגוהה פרחאת,דאוד כסאברי,ז,1,רגיל,34,0,0,0%,0,0%,0,0%
118067- אחמד סאמח אלחלדי,ירושלים,ממלכתי,העיר ירושלים,ערבי,מחמד אזברגה,ווסים רישק,ז,1,רגיל,24,0,0,0%,0,0%,0,0%
118125- טור מכין לבנים,ירושלים,ממלכתי,העיר ירושלים,ערבי,נור ח'טיב,כאלד ראשיד,ז,1,רגיל,22,0,0,0%,0,0%,0,0%
118125- טור מכין לבנים,ירושלים,ממלכתי,העיר ירושלים,ערבי,נור ח'טיב,כאלד ראשיד,ז,2,רגיל,21,0,0,0%,0,0%,0,0%
118158- איבן אל-היית'ם,ירושלים,ממלכתי,העיר ירושלים,ערבי,רנה ח'לף,אסאמה סביטאני,ז,1,רגיל,27,0,0,0%,0,0%,0,0%
118158- איבן אל-היית'ם,ירושלים,ממלכתי,העיר ירושלים,ערבי,רנה ח'לף,אסאמה סביטאני,ז,3,רגיל,28,0,0,0%,0,0%,0,0%
118158- איבן אל-היית'ם,ירושלים,ממלכתי,העיר ירושלים,ערבי,רנה ח'לף,אסאמה סביטאני,ז,4,רגיל,25,0,0,0%,0,0%,0,0%
118158- איבן אל-היית'ם,ירושלים,ממלכתי,העיר ירושלים,ערבי,רנה ח'לף,אסאמה סביטאני,ז,5,רגיל,27,0,0,0%,0,0%,0,0%
118158- איבן אל-היית'ם,ירושלים,ממלכתי,העיר ירושלים,ערבי,רנה ח'לף,אסאמה סביטאני,ז,11,מיוחד,8,0,0,0%,0,0%,0,0%
118158- איבן אל-היית'ם,ירושלים,ממלכתי,העיר ירושלים,ערבי,רנה ח'לף,אסאמה סביטאני,ז,17,מיוחד,15,0,0,0%,0,0%,0,0%
118208- סלואן מכין לבנות,ירושלים,ממלכתי,העיר ירושלים,ערבי,מחמד אזברגה,פאטמה פתיחה,ז,1,רגיל,26,0,0,0%,0,0%,0,0%
118208- סלואן מכין לבנות,ירושלים,ממלכתי,העיר ירושלים,ערבי,מחמד אזברגה,פאטמה פתיחה,ז,2,רגיל,25,0,0,0%,0,0%,0,0%
118208- סלואן מכין לבנות,ירושלים,ממלכתי,העיר ירושלים,ערבי,מחמד אזברגה,פאטמה פתיחה,ז,3,רגיל,17,0,0,0%,0,0%,0,0%
118281- שעפט לבנות א,ירושלים,ממלכתי,העיר ירושלים,ערבי,ח'לדון האדיה,סוזאן כטיב,ז,1,רגיל,25,0,0,0%,0,0%,0,0%
118281- שעפט לבנות א,ירושלים,ממלכתי,העיר ירושלים,ערבי,ח'לדון האדיה,סוזאן כטיב,ז,4,רגיל,29,0,0,0%,0,0%,0,0%
118307- עמריה,ירושלים,ממלכתי,העיר ירושלים,ערבי,ח'לדון האדיה,נפיסה סעידה,ז,3,מיוחד,13,0,0,0%,0,0%,0,0%
118364- איברהמיה,ירושלים,ממלכתי,העיר ירושלים,ערבי,נור ח'טיב,נהאד נאסר,ז,1,רגיל,35,0,0,0%,0,0%,0,0%
118364- איברהמיה,ירושלים,ממלכתי,העיר ירושלים,ערבי,נור ח'טיב,נהאד נאסר,ז,2,רגיל,34,0,0,0%,0,0%,0,0%
118364- איברהמיה,ירושלים,ממלכתי,העיר ירושלים,ערבי,נור ח'טיב,נהאד נאסר,ז,3,רגיל,37,0,0,0%,0,0%,0,0%
140012- אולפנא תורנית חורב,ירושלים,ממלכתי דתי,העיר ירושלים,יהודי,שרה טוויל,עודד עוזיאל מיזליש,ז,2,מיוחד,9,0,0,0%,0,0%,0,0%
140079- הגמנסיה העברית,ירושלים,ממלכתי,העיר ירושלים,יהודי,דוד נמרוד-סימרוט,עופר טס,ז,6,מיוחד,12,0,0,0%,0,0%,0,0%
140087- רנה קסין דרכא,ירושלים,ממלכתי,העיר ירושלים,יהודי,דוד נמרוד-סימרוט,שגיא כהן,ז,2,רגיל,23,0,0,0%,0,0%,0,0%
140087- רנה קסין דרכא,ירושלים,ממלכתי,העיר ירושלים,יהודי,דוד נמרוד-סימרוט,שגיא כהן,ז,3,מיוחד,11,0,0,0%,0,0%,0,0%
140087- רנה קסין דרכא,ירושלים,ממלכתי,העיר ירושלים,יהודי,דוד נמרוד-סימרוט,שגיא כהן,ז,4,רגיל,22,0,0,0%,0,0%,0,0%
140129- קרית נוער ירושלים,ירושלים,ממלכתי דתי,העיר ירושלים,יהודי,אריה משה מארק,אביחי חרזי,ז,4,מיוחד,13,0,0,0%,0,0%,0,0%
140129- קרית נוער ירושלים,ירושלים,ממלכתי דתי,העיר ירושלים,יהודי,אריה משה מארק,אביחי חרזי,ז,5,רגיל,25,0,0,0%,0,0%,0,0%
140129- קרית נוער ירושלים,ירושלים,ממלכתי דתי,העיר ירושלים,יהודי,אריה משה מארק,אביחי חרזי,ז,6,רגיל,19,0,0,0%,0,0%,0,0%
140137- ישיבת נתיב מאיר,ירושלים,ממלכתי דתי,העיר ירושלים,יהודי,אריה משה מארק,משה מאיר וייס,ז,2,מיוחד,14,0,0,0%,0,0%,0,0%
140145- ישיבת חורב,ירושלים,ממלכתי דתי,העיר ירושלים,יהודי,אריה משה מארק,יצחק דור,ז,3,מיוחד,5,0,0,0%,0,0%,0,0%
140236- תורני נסויי בנות פלך,ירושלים,ממלכתי דתי,העיר ירושלים,יהודי,אריה משה מארק,יעל-סופי פפר,ז,2,מיוחד,5,0,0,0%,0,0%,0,0%
140277- מדרשיית עמליה,ירושלים,ממלכתי דתי,העיר ירושלים,יהודי,שרה טוויל,יעל פרגון,ז,2,מיוחד,15,0,0,0%,0,0%,0,0%
"140723- מקיף ע""ש זיו",ירושלים,ממלכתי,העיר ירושלים,יהודי,דוד נמרוד-סימרוט,אורן לאלו,ז,6,מיוחד,12,0,0,0%,0,0%,0,0%
140731- מקיף גילה,ירושלים,ממלכתי,העיר ירושלים,יהודי,דוד נמרוד-סימרוט,אייל רייכמן,ז,3,מיוחד,11,0,0,0%,0,0%,0,0%
"140855- חט""ב מבשרת",מבשרת ציון,ממלכתי,ירושלים,יהודי,ציפי יעקב,גליה שניידר,ז,9,מיוחד,10,0,0,0%,0,0%,0,0%
140871- תיכון גבעת גונן,ירושלים,ממלכתי,העיר ירושלים,יהודי,דוד נמרוד-סימרוט,אוהד הופמן,ז,3,מיוחד,6,0,0,0%,0,0%,0,0%
"140889- חט""ב בנים קרית ארבע",קרית ארבע,ממלכתי דתי,ירושלים,יהודי,יעקב עמר,מנחם סעדיה,ז,3,מיוחד,12,0,0,0%,0,0%,0,0%
"140939- ישיבת בנ""ע מטה בנימין",מטה בנימין,ממלכתי דתי,ירושלים,יהודי,יעקב עמר,נסים ניצן ימין,ז,2,מיוחד,13,0,0,0%,0,0%,0,0%
140970- אולפנא עופרה,מטה בנימין,ממלכתי דתי,ירושלים,יהודי,יעקב עמר,אביה זאב ששר,ז,7,מיוחד,5,0,0,0%,0,0%,0,0%
141176- אולפנת צביה מ. אדומים,מעלה אדומים,ממלכתי דתי,ירושלים,יהודי,יעקב עמר,שלמה נריה ירושלים,ז,3,מיוחד,10,0,0,0%,0,0%,0,0%
144428- ישיבת צביה מ.אדומים,מעלה אדומים,ממלכתי דתי,ירושלים,יהודי,יעקב עמר,יוסף מנחם פרנקל,ז,1,מיוחד,7,0,0,0%,0,0%,0,0%
144600- ישיבה שעלי תורה,בית שמש,ממלכתי דתי,ירושלים,יהודי,תמר אודס,תומר זאבי,ז,2,מיוחד,12,0,0,0%,0,0%,0,0%
144683- עירוני א',מודיעין מכבים רעות,ממלכתי,ירושלים,יהודי,ציפי יעקב,דביר שלומי,ז,3,מיוחד,13,0,0,0%,0,0%,0,0%
"144717- אולפנת בנ""ע אורות מודיעין",מודיעין מכבים רעות,ממלכתי דתי,ירושלים,יהודי,תמר אודס,סגלית נחום,ז,3,מיוחד,14,0,0,0%,0,0%,0,0%
148056- תיכון בית צפאפא,ירושלים,ממלכתי,העיר ירושלים,ערבי,נגוהה פרחאת,האשם בדר,ז,5,רגיל,26,0,0,0%,0,0%,0,0%
148056- תיכון בית צפאפא,ירושלים,ממלכתי,העיר ירושלים,ערבי,נגוהה פרחאת,האשם בדר,ז,6,רגיל,24,0,0,0%,0,0%,0,0%
148056- תיכון בית צפאפא,ירושלים,ממלכתי,העיר ירושלים,ערבי,נגוהה פרחאת,האשם בדר,ז,8,רגיל,23,0,0,0%,0,0%,0,0%
148056- תיכון בית צפאפא,ירושלים,ממלכתי,העיר ירושלים,ערבי,נגוהה פרחאת,האשם בדר,ז,10,מיוחד,15,0,0,0%,0,0%,0,0%
148056- תיכון בית צפאפא,ירושלים,ממלכתי,העיר ירושלים,ערבי,נגוהה פרחאת,האשם בדר,ז,11,מיוחד,8,0,0,0%,0,0%,0,0%
148189- טרה סנטה גבשה בנים,ירושלים,ממלכתי,העיר ירושלים,ערבי,נגוהה פרחאת,איברהים פלתס,ז,1,רגיל,20,0,0,0%,0,0%,0,0%
148189- טרה סנטה גבשה בנים,ירושלים,ממלכתי,העיר ירושלים,ערבי,נגוהה פרחאת,איברהים פלתס,ז,2,רגיל,22,0,0,0%,0,0%,0,0%
148197- מקיף בית חנינה,ירושלים,ממלכתי,העיר ירושלים,ערבי,ענאן קאסם,מגדי עוויסאת,ז,1,רגיל,29,0,0,0%,0,0%,0,0%
148197- מקיף בית חנינה,ירושלים,ממלכתי,העיר ירושלים,ערבי,ענאן קאסם,מגדי עוויסאת,ז,2,רגיל,25,0,0,0%,0,0%,0,0%
148197- מקיף בית חנינה,ירושלים,ממלכתי,העיר ירושלים,ערבי,ענאן קאסם,מגדי עוויסאת,ז,17,מיוחד,14,0,0,0%,0,0%,0,0%
